 _id,question_text,question_picture,arabic_translation_of_question,chapter_name,duration,justification,hint,arabic_translation_of_hint,arabic_translation_of_justification,subject,skill_profile,question_type,sub_topic,content_type,difficulty_level,option_A,option_B,option_C,option_D,correct_options,O_question_text,O_arabic_translation_of_question,O_hintO_arabic_translation_of_hint,,O_justification,O_arabic_translation_of_justification,O_option_A,O_option_B,O_option_C,O_option_D,reviewed,Grade,question_class
,"Consider the graph on the right. 

Find y when x=4",,,5b742ff71c9d4409fbd15681,,"Locate 4 on thexaxis then move vertically towards the graph. When you cross it, move horizontally towards the y axis and read the value.

Forx=4, y=8 on the graph",,,,math,number_skills,practice,Solve Proportional Relationships,html,easy,4,6,8,10,C,,,,,,,,,,,,8,mcq
,"A bakery sells different types of bread. The relationship between the weight of the flour w in kilograms and the number of bread loaves l can be expressed as: 

w = 0.5 l

What's the weight of flour in kilograms the bakery needs to produce 42 loaves of bread?",,,5b742ff71c9d4409fbd15681,,"
w = 0.5 l

w = (0.5).42 = 21 kilograms of flour.

",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,48,21,210,2.1,B,,,,,,,,,,,,8,mcq
,"Your neighbors are building a fence. The cost of building can be expressed as:

c = 24 l 

Where c is the cost in dirhams and l is the length in meters.

How much does it cost your neighbors to build a fence that is 15 meters long?",,,5b742ff71c9d4409fbd15681,,"
c = 24 l 

c=24.15 = 360 Dirhams
",,,,math,number_skills,practice,Solve Proportional Relationships,html,medium,360,300,39,390,A,,,,,,,,,,,,8,mcq
,"The fuel consumption of a car is expressed with the following equation.

f = @\frac{5}{100}@ d

Where f is the consumption in liters and d is the distance in kilometers.

How many kilometers can the car make with 20 liters fuel?",,,5b742ff71c9d4409fbd15681,,"
f = @\frac{5}{100}@ d

20 = (@\frac{5}{100}@).d

@\frac{d=20}{(@\frac{5}{100}@)}@ = 20. (@\frac{100}{5}@) = 20.20 = 400 Kilometers
",,,,math,number_skills,practice,Solve Proportional Relationships,html,difficult,200,100,400,300,C,,,,,,,,,,,,8,mcq
,Write 65000 in scientific notation,,,5b742ff71c9d4453eed15682,,"
Move the decimal point to the left until the number is between 1 and 10.
Count the number of places you have moved the decimal point, this number will be the power of 10.

You need to move the decimal point 4 places to the left to have 6.5, a number between 1 and 10.

65000=6.5x10^4",,,,math,number_skills,practice,Compute with scientific notation,html,easy,6.5x10^5,0.65x10^5,650x10^2,b,,,,,,,,,,,,,8,mcq
,Write 0.00076 in scientific notation,,,5b742ff71c9d4453eed15682,,"
Move the decimal point to the right until the number is between 1 and 10. Count how many places you moved the decimal point to the right.

You need to move the decimal point 4 places to the right to have 7.6, a number between 1 and 10. 

0.00076 = 7.6x10^{-4}",,,,math,number_skills,practice,Compute with scientific notation,html,easy,76x10^{-5},0.76x10^{-3},7.6x10^{-4},a,,,,,,,,,,,,,8,mcq
,@\left(2\times10^{-3}\right)\cdot\left(4\times10^7\right)@  ,,,5b742ff71c9d4453eed15682,,"(2x10^{-3}).(4x10^7) = (2.4)x(10^{-3}.10^7) = 

8.10^(-3+7) = 8.10^4",,,,math,number_skills,practice,Compute with scientific notation,html,easy,8x10^{-10},8x10^4,8x10^{-4},c,,,,,,,,,,,,,8,mcq
,@(13\times10^4).(2\times10^2)@ = ,,,5b742ff71c9d4453eed15682,,"(13x10^4).(2x10^2) = (13.2)x(10^4.10^2) = 26x10^(4+2) = 26x10^6.

Move the decimal point one place to the left to get a number between 1 and 10

26x10^6 = 2.6x10^1x10^6=2.6x10^(1+6) = 2.6x10^7",,,,math,number_skills,practice,Compute with scientific notation,html,medium,2.6x10^6,2.6x10^7,26x10^7,c,,,,,,,,,,,,,8,mcq
,@\frac{8\times10^9}{2\times10^6}@ = ,,,5b742ff71c9d4453eed15682,,@\frac{8x10^9}{2x10^6) = (@\frac{8}{2}@)x(10^@\frac{9}{10}@^6) = (@\frac{8}{2}@)x(10^@\frac{9}{10}@^6) = 4x10^(9-6}@ = 4x10^3,,,,math,number_skills,practice,Compute with scientific notation,html,easy,4x10^6,4x10^{-6},4x10^(3),d,,,,,,,,,,,,,8,mcq
,@\frac{3\times10^{-3}}{6\times10^{-5}}@ = ,,,5b742ff71c9d4453eed15682,,"@\frac{3x10^{-3}}{6x10^{-5}) = @\frac{(@\frac{3}{6}@)x(10^{-3}}{10^{-5})}@ = 0.5x10^(-3+5}@ = 0.5x10^2

Move the decimal point one place to the right to get a number between 1 and 10

0.5x10^2 = 5x10^{-1}x10^2 = 5x10^1
",,,,math,number_skills,practice,Compute with scientific notation,html,medium,5x10^1,5x10^2,5x10^-2,b,,,,,,,,,,,,,8,mcq
,@(6\times10^5)+(5\times10^7) @= ,,,5b742ff71c9d4453eed15682,,"(6x10^5)+(5x10^7) = (0.06x10^7)+(5x10^7)

6x10^5 is the number multiplied by the power with the smaller exponent. 
Move the decimal point 2 places to the left so that the power has 7 as an exponent.

Now that both addends have the powers with equal exponents, we can add them.

(6x10^5)+(5x10^7) = (0.06x10^7)+(5x10^7) = 5.06x10^7",,,,math,number_skills,practice,Compute with scientific notation,html,hard,11x10^6,5.6x10^6,5.06x10^7,d,,,,,,,,,,,,,8,mcq
,An automobile manufacturer produced @2.45\times10^6@ cars and @1.3\times10^4@ motorcycles. How many cars and motorcycles did the manufacturer produce in all? express your answer in scientific notation ,,,5b742ff71c9d4453eed15682,,"
(2.45x10^6)+(1.3x10^4) = (2.45x10^6)+(0.013x10^6)

1.3x10^4 is the factor multiplied by the power with the smaller exponent. 

Move the decimal point 2 places to the left so that its power has 6 as an exponent.

Now that both addends have the powers with the same base and exponent, we can add them.

(2.45x10^6)+(0.013x10^6) = 2.463x10^6 automobiles",,,,math,number_skills,practice,Compute with scientific notation,html,hard,3.75x10^6,2.58x10^4,3.75x10^4,a,,,,,,,,,,,,,8,mcq
,"The speed of light is @3\times10^9@ @\frac{m}{s}@. How many meters does light travel in 1 hour?
Express your answer in scientific notation",,,5b742ff71c9d4453eed15682,,"1 hour = 3600 seconds = 3.6x10^3

(3x10^9)x(3.6x10^3) = (3x3.6).(10^9x10^3) = (10.8)x(10^(9+3)) = 10.8x10^12 = 1.08x10^13 meters",,,,math,number_skills,practice,Compute with scientific notation,html,medium,1.08x10^13,6.6x10^12,0.6x10^6,b,,,,,,,,,,,,,8,mcq
,"UAE's population is @9.2\times10^6@.
China's population is @1.4\times10^9@.
How many times bigger is China's population bigger than UAE's population?
Express your answer in scientifiv notation.",,,5b742ff71c9d4453eed15682,,"
@\frac{1.4x10^9}{9.2x10^6) = (1.@\frac{4}{9}@.2)x(10^@\frac{9}{10}@^6) = 0.1517x(10^(9-6)}@ = 0.1517x10^3 times bigger = 1.517x10^2 times bigger",,,,math,number_skills,practice,Compute with scientific notation,html,medium,15.17x10^1,0.1517x10^3,1.517x10^2,d,,,,,,,,,,,,,8,mcq
,@\sqrt{81}@ = ,,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals 81.
9 squared equals 81.

@\sqrt{81}@ = 9",,,,math,number_skills,practice,Roots,html,easy,9,8,90,19,A,,,,,,,,,,,,8,mcq
,@\sqrt{169}@ = ,,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals 169.
13 squared equals 169.

@\sqrt{169}@ = 13",,,,math,number_skills,practice,Roots,html,medium,17,13,9,27,B,,,,,,,,,,,,8,mcq
,@\sqrt{361}@ = ,,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals 361.
19 squared equals 361.

@\sqrt{361}@ = ",,,,math,number_skills,practice,Roots,html,medium,29,21,15,19,D,,,,,,,,,,,,8,mcq
,@\sqrt{64^2}@ =,,,5b742ff71c9d44e41ed15683,,"Taking the square root of a number is the inverse of squaring it.
When taking the square root of a number being squared, the operations cancel each other out.

@\sqrt{64^2}@ = 64",,,,math,number_skills,practice,Roots,html,easy,64,8,256,32,A,,,,,,,,,,,,8,mcq
,@\sqrt{302.5^2}@ =,,,5b742ff71c9d44e41ed15683,,"Taking the square root of a number is the inverse of squaring it.
When taking the square root of a number being squared, the operations cancel each other out.

@\sqrt{302.5^2}@ = 302.5",,,,math,number_skills,practice,Roots,html,medium,15.5,155,305.2,30.25,C,,,,,,,,,,,,8,mcq
,"@\sqrt{b}@ = 12
Find b",,,5b742ff71c9d44e41ed15683,,"When taking the square root of a number being squared, the operations cancel each other out.
Mutlply 12 by itselft to find out its square.

@12^2@ = 144
@\sqrt{b}@= 12

b=144",,,,math,number_skills,practice,Roots,html,hard,144,12,6,24,A,,,,,,,,,,,,8,mcq
,"@x^2@ = 100
Find x",,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals 100.
10 squared equals 100.
",,,,math,number_skills,practice,Roots,html,medium,100,10,1000,10000,B,,,,,,,,,,,,8,mcq
,@\sqrt{\frac{4}{256}}@ =,,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals @\frac{4}{256}@.

@\frac{2}{16}@ multiplied by itself equals @\frac{4}{256}@",,,,math,number_skills,practice,Roots,html,hard,@\frac{2}{16}@,@\frac{4}{24}@,@\frac{2}{8}@,@\frac{4}{16}@,A,,,,,,,,,,,,8,mcq
,Find the side length of a square 441 @m^2@ area ballroom.,,,5b742ff71c9d44e41ed15683,,"Figure out which number multiplied by itself equals 441.
21 squared equals 441.

The side length of the ballroom is 21 m. 
",,,,math,number_skills,practice,Roots,html,medium,19,11,21,29,C,,,,,,,,,,,,8,mcq
,The area of a circle is 324π. What is the radius of that circle?,,,5b742ff71c9d44e41ed15683,,"Area of circle = π.r^2
324π = π.r^2
r^2 = 324

Figure out which number multiplied by itself equals 324π. 
18 squared equals 324",,,,math,number_skills,practice,Roots,html,hard,18π,162,162π,18,D,,,,,,,,,,,,8,mcq
,Which integers is @\sqrt{12}@ between?,,,5b742ff71c9d443708d15684,,"The perfect square just below 12 is 9.
The perfect square just above 12 is 16.

@\sqrt{9}@ < @\sqrt{12}@ < @\sqrt{16}@
  3 < @\sqrt{12}@ < 4",,,,math,number_skills,practice,Estimate roots,html,easy,1 and 2,2 and 3,3 and 4,4 and 5,C,,,,,,,,,,,,8,mcq
,Which integers is @\sqrt{120}@ between?,,,5b742ff71c9d443708d15684,,"The perfect square just below 120 is 100
The perfect square just above 120 is 121

@\sqrt{100}@ < @\sqrt{120}@ < @\sqrt{121}@
   10 < @\sqrt{120}@ < 11",,,,math,number_skills,practice,Estimate roots,html,easy,8 and 9,9 and 10,10 and 11,11 and 12,C,,,,,,,,,,,,8,mcq
,Which integers is-@\sqrt{55}@ between?,,,5b742ff71c9d443708d15684,,"The perfect square just below 55 is 49
The perfect square just above 55 is 64

Remember that negative numbers get smaller and smaller the farther they are from zero.

-@\sqrt{64}@ <-@\sqrt{55}@ <-@\sqrt{49}@
-8 <-@\sqrt{55}@ <-7
",,,,math,number_skills,practice,Estimate roots,html,medium,-9 and-8,-8 and-7,-7 and-6,-6 and-5,B,,,,,,,,,,,,8,mcq
,What is the best estimate of @\sqrt{13}@?,,,5b742ff71c9d443708d15684,,"The perfect square just below 13 is 9
The perfect square just above 13 is 16

@\sqrt{9}@ < @\sqrt{13}@ < @\sqrt{16}@
 3 < @\sqrt{13}@ < 4

Now let's try to figure out is @\sqrt{13}@ is closer to 3 or 4.
The midpoint between 9 and 16 is 12.5
13 > 12, so @\sqrt{13}@ is a little closer to 4 than 3.
",,,,math,number_skills,practice,Estimate roots,html,medium,3.4,4.1,2.9,3.6,D,,,,,,,,,,,,8,mcq
,What is the best estimate of @\sqrt{78}@?,,,5b742ff71c9d443708d15684,,"The perfect square just below 78 is 64
The perfect square just above 78 is 81

@\sqrt{64}@ < @\sqrt{78}@ < @\sqrt{81}@
 8 < @\sqrt{78}@ < 9

Now let's try to figure out is @\sqrt{78}@ is closer to 8 or 9.
The midpoint between 64 and 81 is 72.5
78 > 72.5 and is much closer to 81 than the midpoint, so @\sqrt{78}@ is a much closer to 9 than 8.
",,,,math,number_skills,practice,Estimate roots,html,medium,9.1,8.8,8.4,7.8,B,,,,,,,,,,,,8,mcq
,What is the best estimate of-@\sqrt{246}@?,,,5b742ff71c9d443708d15684,,"The perfect square just below 246 is 225
The perfect square just above 246 is 256

Remember that negative numbers get smaller and smaller the farther they are from zero.

-@\sqrt{256}@ <-@\sqrt{246}@ <-@\sqrt{225}@
-16 <-@\sqrt{246}@ <-15

Now let's try to figure out is-@\sqrt{246}@ is closer to-16 or-15.
The midpoint between-256 and-225 is-240.5
-246 >-240.5 and, so-@\sqrt{246}@ is closer to-16 than-15.
",,,,math,number_skills,practice,Estimate roots,html,hard,-15.7,-15.2,-16.4,-14.9,A,,,,,,,,,,,,8,mcq
,"Put the following numbers in order:

@\sqrt{130}@, 5, 11, @\sqrt{53}@",,,5b742ff71c9d443708d15684,,"The perfect square just below 130 is 121
The perfect square just above 130 is 144

@\sqrt{121}@ < @\sqrt{130}@ < @\sqrt{144}@
 11 <  @\sqrt{130}@ < 12

The perfect square just below 53 is 49
The perfect square just above 53 is 64

 @\sqrt{49}@ < @\sqrt{53}@ < @\sqrt{64}@
 7 <  @\sqrt{53}@ < 8

Now we can put the numbers in order
5, @\sqrt{53}@, 11, @\sqrt{130}@",,,,math,number_skills,practice,Estimate roots,html,medium,"5, @\sqrt{53}@, 11, @\sqrt{130}@","5, 11, @\sqrt{53}@, @\sqrt{130}@","@\sqrt{53}@, 5, 11, @\sqrt{130}@","5, @\sqrt{53}@, @\sqrt{130}@, 11",A,,,,,,,,,,,,8,mcq
,"Put the following numbers in order:

1.5,-@\sqrt{20}@, 7.4,-@\sqrt{3}@",,,5b742ff71c9d443708d15684,,"The perfect square just below 20 is 16
The perfect square just above 20 is 25

Remember that negative numbers get smaller and smaller the farther they are from zero.

-@\sqrt{25}@ <-@\sqrt{20}@ <-@\sqrt{16}@
-5 < -@\sqrt{20}@ <-4

The perfect square just below 3 is 1
The perfect square just above 3 is 4

Remember that negative numbers get smaller and smaller the farther they are from zero.
 
-@\sqrt{4}@ <-@\sqrt{3}@ <-@\sqrt{1}@
-2 < -@\sqrt{3}@ <-1

Now we can put the numbers in order
-@\sqrt{20}@,-@\sqrt{3}@, 1.5, 7.4",,,,math,number_skills,practice,Estimate roots,html,hard,"-@\sqrt{3}@,-@\sqrt{20}@, 1.5, 7.4","-@\sqrt{20}@,-@\sqrt{3}@, 1.5, 7.4","1.5,-@\sqrt{3}@, 7.4,-@\sqrt{20}@","1.5,-@\sqrt{3}@,-@\sqrt{20}@, 7.4",B,,,,,,,,,,,,8,mcq
,The area of a square is 72 @cm^2@. Estimate the length of the square side.,,,5b742ff71c9d443708d15684,,"The perfect square just below 72 is 64
The perfect square just above 72 is 81

@\sqrt{64}@ < @\sqrt{72}@ < @\sqrt{81}@
 8 < @\sqrt{72}@ < 9

Now let's try to figure out is @\sqrt{72}@ is closer to 8 or 9.
The midpoint between 64 and 81 is 72.5
72.5 > 72, so @\sqrt{72}@ is almost at the midpoint between 8 and 9, and a little closer to 8.

The square side length is just below 8.5.
8.5 is a good estimation.",,,,math,number_skills,practice,Estimate roots,html,medium,7.9,8.1,8.5,8.9,C,,,,,,,,,,,,8,mcq
,"The area of a circle is 27.π, estimate the radius of the circle",,,5b742ff71c9d443708d15684,,"Area of circle = π.r^2
27.π = π.r^2
27 = r^2
r = @\sqrt{27}@

The perfect square just below 27 is 25
The perfect square just above 27 is 36

@\sqrt{25}@ < @\sqrt{27}@ < @\sqrt{36}@
 5 < @\sqrt{27}@ < 6

Now let's try to figure out is @\sqrt{27}@ is closer to 5 or 6.
The midpoint between 25 and 36 is 30.5
30.5 > 27, so @\sqrt{27}@ is closer to 5 than 6.

The square side length is a little over 5
",,,,math,number_skills,practice,Estimate roots,html,hard,5.2,5.5,5.8,6.1,A,,,,,,,,,,,,8,mcq
,"Fill the blank with <, >, or =
28 __ @\frac{115}{4}@ ",,,5b742ff71c9d44f305d15685,,"@\frac{115}{4}@ = 28.75
28 < 28.75
28 < @\frac{115}{4}@ ",,,,math,number_skills,practice,Compare Real Numbers,html,easy,<,>,=,,A,,,,,,,,,,,,8,mcq
,"Fill the blank with <, >, or =
@\sqrt{6}@ __ 3.5",,,5b742ff71c9d44f305d15685,,"The perfect square just below 6 is 4.
The perfect square just above 6 is 9.

@\sqrt{4}@ < @\sqrt{6}@ < @\sqrt{9}@
  2 < @\sqrt{6}@ < 3

@\sqrt{6}@ < 3 and 3 < 3.5

@\sqrt{6}@ < 3.5",,,,math,number_skills,practice,Compare Real Numbers,html,easy,=,>,<,,C,,,,,,,,,,,,8,mcq
,"Fill the blank with <, >, or =
5 @\frac{1}{3}@ __  5.1 ",,,5b742ff71c9d44f305d15685,,"5 @\frac{1}{3}@ =  @\frac{16}{3}@ = 5.3333

5 @\frac{1}{3}@ >  5.1 ",,,,math,number_skills,practice,Compare Real Numbers,html,easy,<,>,=,,B,,,,,,,,,,,,8,mcq
,"Fill the blank with <, >, or =
4+@\sqrt{8}@  __ 7 ",,,5b742ff71c9d44f305d15685,,"The perfect square just below 8 is 4
The perfect square just above 8 is 9

@\sqrt{4}@ < @\sqrt{8}@ < @\sqrt{9}@
2 < @\sqrt{8}@  <3

Add 4 to all sides

4+2 < 4+@\sqrt{8}@ < 4+3
6 < 4+@\sqrt{8}@ < 7

4+@\sqrt{8}@  < 7 ",,,,math,number_skills,practice,Compare Real Numbers,html,medium,>,=,<,,C,,,,,,,,,,,,8,mcq
,"Order the numbers from least to greatest: 
-2.3 ,-@\frac{5}{3}@, 2.8, @\sqrt{2}@",,,5b742ff71c9d44f305d15685,,"-@\frac{5}{3}@ =-1.667
@\sqrt{1}@ < @\sqrt{2}@ < @\sqrt{4}@
 1 < @\sqrt{2}@ < 2

From least to greatest:
-2.3 ,-@\frac{5}{3}@, @\sqrt{2}@, 2.8",,,,math,number_skills,practice,Compare Real Numbers,html,medium,"-2.3 ,-@\frac{5}{3}@, 2.8 , @\sqrt{2}@","@\sqrt{2}@,-2.3 ,-@\frac{5}{3}@, 2.8","-@\frac{5}{3}@,-2.3 , @\sqrt{2}@, 2.8","-2.3 ,-@\frac{5}{3}@, @\sqrt{2}@, 2.8",D,,,,,,,,,,,,8,mcq
,"Order the numbers from least to greatest: 
-7,-\sqrt{60},-8 @\frac{5}{6}@,-9.2",,,5b742ff71c9d44f305d15685,,"@\sqrt{49}@ < @\sqrt{60}@ <@\sqrt{64}@
Remember that negative numbers get smaller and smaller the farther they are from zero.

-@\sqrt{64}@ <-@\sqrt{60}@ <-@\sqrt{49}@
-8 <-@\sqrt{60}@ <-7

-8 @\frac{5}{6}@ =-@\frac{53}{6}@ =-8.833

From least to greatest:
-9.2,-8 @\frac{5}{6}@,-@\sqrt{60}@,-7
",,,,math,number_skills,practice,Compare Real Numbers,html,medium,"-9.2,-8 @\frac{5}{6}@,-7,-@\sqrt{60}@","-9.2,-8 @\frac{5}{6}@,-@\sqrt{60}@,-7","-9.2,-@\sqrt{60}@,-8 @\frac{5}{6}@,-7","-@\sqrt{60}@,-9.2,-8 @\frac{5}{6}@,-7",B,,,,,,,,,,,,8,mcq
,"Order the numbers from greatest to least:
@\sqrt{10}@, 2.4, @\frac{25}{6}@, 2 @\frac{8}{9}@",,,5b742ff71c9d44f305d15685,,"@\sqrt{9}@ < @\sqrt{10}@ < @\sqrt{16}@
3 < @\sqrt{10}@ < 4

@\frac{25}{6}@ = 4.1667

2 @\frac{8}{9}@ = @\frac{26}{9}@ = 2.889

From greatest to least:
@\frac{25}{6}@, @\sqrt{10}@, 2 @\frac{8}{9}@, 2.4
",,,,math,number_skills,practice,Compare Real Numbers,html,medium,"@\frac{25}{6}@, @\sqrt{10}@, 2 @\frac{8}{9}@, 2.4","2 @\frac{8}{9}@, 2.4, @\frac{25}{6}@, @\sqrt{10}@","@\frac{25}{6}@, 2 @\frac{8}{9}@, 2.4, @\sqrt{10}@","@\sqrt{10}@, @\frac{25}{6}@, 2 @\frac{8}{9}@, 2.4",A,,,,,,,,,,,,8,mcq
